===BEGIN_METADATA===
Test Name: 2026-08-25_125835_01,yyyy-mm-dd_hhmmss_{probe#/nano_id}
Probe ID: Nano_01,Probe Height (m): 0.8400
Note: 3x3 bucket weight calibration
Test Type: Calibration
Stalks: None,Probe: v4.1,Speed: None
Loads (N): 4.905 9.81 49.05,Positions (mm): 60 100 150
Analog-to-Digital Converter: ADS1220,Mode: Turbo,Data Rate: DR_330SPS,Analog Excitation/Reference Voltage: 5.1V +/-2mV
DAQ Microcontroller: Arduino Nano ESP32,Data-stream Connection: Wi-Fi
Number of ICB-Sensors: 1,Sensor Label(s): A,Sensor SNs: 113
ICB-Sensor A's Latest Calibration: N/A,kA1: 1.0,dA1: 1.0,cA1: 0.0,kA2: 1.0,dA2: 1.0,cA2: 0.0
===END_METADATA===
===BEGIN_DATA===
Time_A_sec,Strain_A1_raw,Strain_A2_raw,Processed_Time
0.001602,-1259668,-1473582,12:58:37.198918
0.003459,-1259744,-1473664,12:58:37.198918
0.005315,-1259883,-1473879,12:58:37.198918
0.007173,-1259606,-1473590,12:58:37.198918
0.009029,-1259890,-1473558,12:58:37.198918
0.010887,-1259995,-1473834,12:58:37.206980
0.012755,-1259645,-1473878,12:58:37.206980
0.014615,-1259931,-1473616,12:58:37.206980
0.016527,-1259866,-1473947,12:58:37.206980
0.018385,-1259920,-1473799,12:58:37.206980
0.020243,-1260019,-1473587,12:58:37.206980
0.022101,-1259814,-1473600,12:58:37.206980
0.023957,-1259884,-1473493,12:58:37.206980
0.025817,-1259739,-1473434,12:58:37.206980
0.027673,-1259755,-1473532,12:58:37.206980
0.029531,-1260187,-1473718,12:58:37.206980
0.031389,-1259916,-1473698,12:58:37.206980
0.033255,-1259809,-1473766,12:58:37.206980
0.035117,-1259877,-1473636,12:58:37.206980
0.036979,-1259875,-1473744,12:58:37.206980
0.038843,-1260080,-1473711,12:58:37.206980
0.040699,-1260062,-1473447,12:58:37.256967
0.042568,-1259837,-1473458,12:58:37.256967
0.044429,-1259925,-1473712,12:58:37.256967
0.046337,-1259878,-1473780,12:58:37.256967
0.048227,-1259805,-1473719,12:58:37.256967
0.050089,-1259945,-1473657,12:58:37.256967
0.051945,-1260048,-1473567,12:58:37.256967
