===BEGIN_METADATA===
Test Name: 2026-04-08_204826_01,yyyy-mm-dd_hhmmss_{probe_num}
Note: For validation against DARLING. Hi-STIFFS v3.2
Test Type: Medium Lab w/o tops
"Speed: 50 ft/min,Stalk Spacing: 6in,Probe Height (m): 0.785
Number of ICB-Sensors: 5",Sensor Label(s): A B C D E,Sensor SNs: 001 002 003 004 005
Analog-to-Digital Converter: ADS1220,Mode: Turbo,Data Rate: DR_330SPS,Analog Excitation/Reference Voltage: 5.1V +/-2mV
DAQ Microcontroller: Arduino Nano ESP32,ID: Hi-STIFFS_Nano,CPU Clock: 240MHz,Cores: 2,Data-stream Connection: Wi-Fi
ICB-Sensor A's Latest Calibration: 2026-02-28_181436,kA1: 349273.60227475094,dA1: 0.0045245532907721,cA1: 1102.3374494942836,kA2: 346675.0994387471,dA2: 0.0451524381538289,cA2: 681.8182371353614
ICB-Sensor B's Latest Calibration: 2026-02-28_191825,kB1: 285806.85492483515,dB1: 0.0038186954053924,cB1: 1779.0295562932731,kB2: 278780.10405734595,dB2: 0.0456960408628126,cB2: 910.3072104970925
ICB-Sensor C's Latest Calibration: 2026-02-28_203355,kC1: 400137.07123195945,dC1: 0.0045411310920291,cC1: 1788.4192282378208,kC2: 401512.5673837119,dC2: 0.0455171988670882,cC2: 942.1566234510974
ICB-Sensor D's Latest Calibration: 2026-02-26_195246,kD1: 327901.7793019196,dD1: 0.0055431319529345,cD1: 1092.3920580442064,kD2: 331651.3310431668,dD2: 0.0445085069339955,cD2: 837.0076372631593
ICB-Sensor E's Latest Calibration: 2026-03-13_134528,kE1: 398510.4590000597,dE1: 0.0051701866415987,cE1: -201.64965113438663,kE2: 410394.7094971476,dE2: 0.0473976078282431,cE2: -366.0193833265803
===END_METADATA===
===BEGIN_DATA===
Time_A_sec,Strain_A1_raw,Strain_A2_raw,Time_B_sec,Strain_B1_raw,Strain_B2_raw,Time_C_sec,Strain_C1_raw,Strain_C2_raw,Time_D_sec,Strain_D1_raw,Strain_D2_raw,Time_E_sec,Strain_E1_raw,Strain_E2_raw,Processed_Time
0.010943,+0018839,+0622544,0.011156,-8388608,-8388608,0.011585,+0300413,-0141660,0.011790,-0398950,+0615028,0.011850,+0855051,+0378144,20:48:29.705487
0.014213,+0018979,+0622576,0.014396,-8388608,-8388608,0.014979,+0300514,-0141547,0.014639,-0398957,+0615040,0.014699,+0854539,+0378139,20:48:29.771942
0.017601,+0018916,+0622819,0.017661,-8388608,-8388608,0.018216,+0299345,-0141503,0.017476,-0399162,+0615066,0.017536,+0854504,+0378352,20:48:29.771942
0.020849,+0018758,+0622809,0.020907,-8388608,-8388608,0.021453,+0299046,-0141314,0.020288,-0399171,+0615062,0.020348,+0854423,+0378342,20:48:29.771942
0.024119,+0018799,+0622739,0.024186,-8388608,-8388608,0.024705,+0299039,-0141511,0.023208,-0399349,+0614922,0.023147,+0854394,+0378374,20:48:29.771942
0.027393,+0018725,+0622750,0.027511,-8388608,-8388608,0.027940,+0299003,-0141204,0.026017,-0399153,+0614948,0.025940,+0854434,+0378306,20:48:29.771942
0.030638,+0018759,+0622578,0.030747,-8388608,-8388608,0.031177,+0299140,-0141641,0.028855,-0399148,+0615188,0.028728,+0854328,+0378218,20:48:29.771942
0.033887,+0018838,+0622676,0.033992,-8388608,-8388608,0.034428,+0299005,-0141538,0.034486,-0399322,+0615051,0.034337,+0854440,+0378402,20:48:29.771942
0.037190,+0018853,+0622871,0.037249,-8388608,-8388608,0.037662,+0299110,-0141390,0.037309,-0399091,+0615034,0.037129,+0854269,+0378420,20:48:29.771942
0.040436,+0018761,+0622708,0.040496,-8388608,-8388608,0.040897,+0299053,-0141687,0.040118,-0399119,+0614958,0.039924,+0854240,+0378047,20:48:29.771942
0.043692,+0018910,+0622793,0.043752,-8388608,-8388608,0.044187,+0300533,-0141572,0.042925,-0399060,+0614918,0.042730,+0854581,+0378005,20:48:29.771942
0.046973,+0018798,+0622677,0.047032,-8388608,-8388608,0.047422,+0300217,-0141699,0.045733,-0399020,+0614907,0.045521,+0854584,+0378021,20:48:29.771942
0.050219,+0018863,+0622789,0.050277,-8388608,-8388608,0.050658,+0300478,-0141739,0.048538,-0398946,+0615006,0.048309,+0854542,+0378367,20:48:29.771942
0.053464,+0018871,+0622637,0.053529,-8388608,-8388608,0.053953,+0300490,-0141738,0.051343,-0399031,+0614884,0.053895,+0854807,+0378268,20:48:29.771942
0.056742,+0018808,+0622514,0.056801,-8388608,-8388608,0.057229,+0300563,-0141627,0.056955,-0399006,+0614871,0.056682,+0854697,+0378020,20:48:29.771942
0.060039,+0018834,+0622719,0.060097,-8388608,-8388608,0.060465,+0300367,-0141656,0.059762,-0399176,+0614981,0.059470,+0854580,+0378234,20:48:29.771942
0.063285,+0018863,+0622758,0.063346,-8388608,-8388608,0.063711,+0300410,-0141500,0.062572,-0399124,+0614974,0.062258,+0854658,+0378134,20:48:29.771942
0.066532,+0019058,+0622477,0.066590,-8388608,-8388608,0.066945,+0300480,-0141580,0.065387,-0399132,+0615181,0.065046,+0854652,+0378050,20:48:29.771942
0.069776,+0018942,+0622610,0.069888,-8388608,-8388608,0.070180,+0300418,-0141716,0.068212,-0399118,+0615305,0.067835,+0854677,+0378037,20:48:29.771942
0.073021,+0018856,+0622385,0.073127,-8388608,-8388608,0.073478,+0300438,-0141657,0.071018,-0399051,+0615123,0.073414,+0854439,+0378192,20:48:29.771942
0.076269,+0018908,+0622720,0.076365,-8388608,-8388608,0.076713,+0300446,-0141918,0.076641,-0398969,+0615210,0.076205,+0854606,+0378061,20:48:29.771942
0.079516,+0018796,+0622619,0.079602,-8388608,-8388608,0.079948,+0300475,-0141578,0.079453,-0398993,+0614935,0.078996,+0854527,+0378179,20:48:29.771942
0.082764,+0018897,+0622656,0.082839,-8388608,-8388608,0.083239,+0300450,-0141711,0.082261,-0399186,+0614898,0.081784,+0854521,+0378081,20:48:29.805301
0.086026,+0018981,+0622703,0.086085,-8388608,-8388608,0.086532,+0300515,-0141641,0.085072,-0399235,+0614886,0.084573,+0854405,+0378148,20:48:29.805301
0.089271,+0018861,+0622804,0.089390,-8388608,-8388608,0.089768,+0300519,-0141594,0.087877,-0399018,+0614938,0.087361,+0854823,+0378172,20:48:29.805301
0.092519,+0018891,+0622516,0.092628,-8388608,-8388608,0.093024,+0300250,-0141829,0.093616,-0398938,+0615066,0.092949,+0854656,+0378228,20:48:29.805301
0.095820,+0018963,+0622796,0.095880,-8388608,-8388608,0.096265,+0300370,-0141544,0.096431,-0399088,+0614765,0.095750,+0854484,+0378143,20:48:29.805301
0.099065,+0018916,+0622745,0.099123,-8388608,-8388608,0.099514,+0300235,-0141588,0.099240,-0399115,+0614915,0.098558,+0854676,+0378250,20:48:29.805301
0.102324,+0018924,+0622538,0.102384,-8388608,-8388608,0.102811,+0300615,-0141663,0.102048,-0399102,+0615089,0.101346,+0854688,+0377876,20:48:29.805301
0.105599,+0018955,+0622748,0.105657,-8388608,-8388608,0.106047,+0300374,-0141714,0.104864,-0399102,+0615239,0.104146,+0854305,+0378249,20:48:29.805301
0.108844,+0018849,+0622526,0.108903,-8388608,-8388608,0.109282,+0300527,-0141747,0.107724,-0398965,+0615145,0.106933,+0854612,+0377904,20:48:29.805301
0.112093,+0018858,+0622701,0.112207,-8388608,-8388608,0.112580,+0300427,-0141736,0.113334,-0398958,+0615026,0.112514,+0854489,+0378081,20:48:29.805301
0.115369,+0018927,+0622725,0.115444,-8388608,-8388608,0.115815,+0300463,-0141654,0.116140,-0399051,+0615143,0.115310,+0854648,+0378320,20:48:29.805301
0.118616,+0018875,+0622641,0.118681,-8388608,-8388608,0.119052,+0300380,-0141727,0.118947,-0398874,+0614949,0.118098,+0854638,+0377796,20:48:29.805301
0.121860,+0018886,+0622789,0.121920,-8388608,-8388608,0.122338,+0300498,-0141689,0.121761,-0399006,+0615258,0.120886,+0854628,+0378147,20:48:29.805301
0.125127,+0018886,+0622480,0.125186,-8388608,-8388608,0.125573,+0300489,-0141751,0.124574,-0399006,+0615234,0.123674,+0854555,+0378045,20:48:29.805301
0.128371,+0018813,+0622580,0.128431,-8388608,-8388608,0.128840,+0300613,-0141940,0.127379,-0399119,+0615132,0.126461,+0854506,+0377889,20:48:29.805301
0.131645,+0018818,+0622624,0.131703,-8388608,-8388608,0.132097,+0300380,-0141728,0.132990,-0399117,+0614920,0.132036,+0854534,+0378093,20:48:29.805301
0.134888,+0018818,+0622451,0.134948,-8388608,-8388608,0.135336,+0300310,-0141779,0.135798,-0399074,+0615121,0.134826,+0854534,+0378261,20:48:29.805301
0.138133,+0018980,+0622832,0.138191,-8388608,-8388608,0.138574,+0300394,-0141685,0.138632,-0399090,+0614972,0.137612,+0854552,+0378130,20:48:29.805301
0.141377,+0018895,+0622518,0.141436,-8388608,-8388608,0.141851,+0300417,-0141858,0.141496,-0399138,+0614986,0.140400,+0854610,+0378192,20:48:29.805301
0.144640,+0018980,+0622598,0.144699,-8388608,-8388608,0.145087,+0300538,-0141472,0.144312,-0399057,+0615066,0.143186,+0854713,+0377896,20:48:29.805301
0.147885,+0019026,+0622744,0.147945,-8388608,-8388608,0.148322,+0300286,-0141661,0.147122,-0399064,+0614963,0.145975,+0854592,+0378278,20:48:29.805301
0.151134,+0018833,+0622652,0.151199,-8388608,-8388608,0.151609,+0299173,-0141541,0.150000,-0398889,+0615005,0.151551,+0854485,+0378187,20:48:29.872018
0.154422,+0018925,+0622546,0.154515,-8388608,-8388608,0.154853,+0300406,-0141702,0.152838,-0399360,+0614940,0.154352,+0854622,+0378096,20:48:29.872018
0.157678,+0018724,+0622727,0.157762,-8388608,-8388608,0.158112,+0299926,-0141808,0.155700,-0399303,+0615067,0.157211,+0854542,+0378218,20:48:29.872018
0.160922,+0018813,+0622710,0.161001,-8388608,-8388608,0.161347,+0300525,-0141543,0.161405,-0399030,+0614934,0.160019,+0854586,+0377904,20:48:29.872018
0.164177,+0018943,+0622642,0.164297,-8388608,-8388608,0.164584,+0300441,-0141817,0.164239,-0399317,+0615088,0.162867,+0854707,+0378064,20:48:29.872018
0.167431,+0018901,+0622650,0.167533,-8388608,-8388608,0.167818,+0300463,-0141642,0.167043,-0399290,+0615182,0.165749,+0854424,+0378050,20:48:29.872018
0.170676,+0018866,+0622537,0.170770,-8388608,-8388608,0.171053,+0300451,-0141742,0.169849,-0399122,+0615160,0.168537,+0854816,+0377971,20:48:29.872018
0.173920,+0019043,+0622620,0.174011,-8388608,-8388608,0.174334,+0300630,-0141656,0.172658,-0399028,+0615019,0.174167,+0854853,+0378044,20:48:29.872018
0.177169,+0018697,+0622656,0.177281,-8388608,-8388608,0.177569,+0300263,-0141662,0.175474,-0399183,+0615006,0.177001,+0854402,+0378065,20:48:29.872018
0.180414,+0018635,+0622499,0.180518,-8388608,-8388608,0.180805,+0300369,-0141748,0.178281,-0399063,+0614917,0.179787,+0854604,+0378291,20:48:29.872018
0.183660,+0018911,+0622722,0.183755,-8388608,-8388608,0.184046,+0300562,-0141617,0.183892,-0399110,+0615012,0.182575,+0854589,+0378148,20:48:29.872018
